id,filename,ident,name,type,frequency_khz,latitude_deg,longitude_deg,elevation_ft,iso_country,usage_type,power
87142,Cofield_VORTAC_US,CVI,Cofield,VORTAC,114600,36.37289810,-76.87159729,70,US,BOTH,MEDIUM
87143,Cuernavaca_VOR-DME_MX,CVJ,Cuernavaca,VOR-DME,113900,18.82500000,-99.27000000,,MX,BOTH,MEDIUM
87144,Caravelas_VOR_BR,CVL,Caravelas,VOR,116000,-17.64850044,-39.25569916,36,BR,BOTH,HIGH
87145,Caravelas_NDB_BR,CVL,Caravelas,NDB,365,-17.65419960,-39.24980164,36,BR,BOTH,MEDIUM
87146,Victoria_VOR-DME_MX,CVM,Victoria,VOR-DME,113700,23.70549965,-98.95899963,761,MX,BOTH,HIGH
87147,Caversham_NDB_AU,CVM,Caversham,NDB,329,-31.87829971,115.98100281,,AU,BOTH,LOW
87148,Civic_Mem_NDB_US,CVM,Civic Mem,NDB,263,38.89229965,-90.05629730,545,US,TERMINAL,LOW
87149,Cairo_VOR-DME_EG,CVO,Cairo,VOR-DME,115200,30.09230042,31.38839912,460,EG,BOTH,HIGH
87150,Corvallis_VOR-DME_US,CVO,Corvallis,VOR-DME,115400,44.49959946,-123.29399872,250,US,BOTH,HIGH
87151,Capitol_NDB_US,CVP,Capitol,NDB,335,46.60670090,-111.93699646,,US,TERMINAL,MEDIUM
87152,Cannon_TACAN_US,CVS,Cannon,TACAN,111600,34.38059998,-103.32199860,4280,US,BOTH,MEDIUM
87153,Sal_VOR-DME_CV,CVS,Sal,VOR-DME,115300,16.73679924,-22.95100021,176,CV,BOTH,HIGH
87154,Cuatro_Vientos_NDB_ES,CVT,Cuatro Vientos,NDB,285,40.36780167,-3.77341008,,ES,BOTH,LOW
87155,Penn_Cove_VOR-DME_US,CVV,Penn Cove,VOR-DME,117200,48.24470139,-122.72399902,200,US,LO,MEDIUM
87156,Charlevoix_NDB_US,CVX,Charlevoix,NDB,392,45.30179977,-85.26999664,655,US,TERMINAL,LOW
87157,Cavalry_NDB_US,CVY,Cavalry,NDB,314,39.02600098,-96.79450226,,US,TERMINAL,LOW
87158,St_Laurent_Du_Maroni_NDB_GF,CW,St Laurent Du Maroni,NDB,359,5.46793985,-54.03150177,,GF,LO,MEDIUM
87159,Seongmu_NDB_KR,CW,Seongmu,NDB,351,36.56489944,127.49700165,388,KR,BOTH,MEDIUM
87160,Krasnaya_Gorbatka_NDB_RU,CW,Krasnaya Gorbatka,NDB,485,55.86669922,41.76670074,,RU,BOTH,HIGH
87161,Clanwilliam_NDB_ZA,CW,Clanwilliam,NDB,373,-32.18310165,18.88859940,,ZA,BOTH,MEDIUM
87162,Mossy_NDB_US,CW,Mossy,NDB,418,30.30669975,-93.19619751,,US,TERMINAL,LOW
87163,Danci_NDB_US,CW,Danci,NDB,275,44.76050186,-89.78929901,1235,US,LO,LOW
87164,Capshaw_NDB_US,CWH,Capshaw,NDB,350,34.77370071,-86.77899933,,US,TERMINAL,LOW
87165,Clinton_NDB_US,CWI,Clinton,NDB,377,41.82880020,-90.32759857,710,US,TERMINAL,LOW
87166,Centex_VORTAC_US,CWK,Centex,VORTAC,112800,30.37849998,-97.52980042,593,US,BOTH,HIGH
87167,Cranwell_NDB_GB,CWL,Cranwell,NDB,423,53.02629852,-0.48898301,,GB,TERMINAL,LOW
87168,Cowra_VOR_AU,CWR,Cowra,VOR,112400,-33.84790039,148.64599609,960,AU,BOTH,HIGH
87169,Cowra_NDB_AU,CWR,Cowra,NDB,299,-33.84489822,148.65299988,966,AU,BOTH,MEDIUM
87170,Cowes_VOR_AU,CWS,Cowes,VOR,117600,-38.50780106,145.21400452,125,AU,BOTH,HIGH
87171,Cowes_NDB_AU,CWS,Cowes,NDB,275,-38.51699829,145.22099304,125,AU,BOTH,HIGH
87172,Conway_NDB_US,CWS,Conway,NDB,302,35.08399963,-92.42680359,315,US,TERMINAL,LOW
87173,Claxton_NDB_US,CWV,Claxton,NDB,395,32.19689941,-81.88059998,110,US,LO,LOW
87174,Cranwell_TACAN_GB,CWZ,Cranwell,TACAN,117400,53.02859879,-0.48550001,218,GB,BOTH,HIGH
87175,Alibi_NDB_US,CX,Alibi,NDB,281,30.43199921,-95.47619629,370,US,TERMINAL,LOW
87176,Latle_NDB_US,CX,Latle,NDB,219,40.17819977,-77.00559998,505,US,TERMINAL,LOW
87177,Cachimbo_VOR-DME_BR,CXB,Cachimbo,VOR-DME,115100,-9.33514977,-54.96780014,1762,BR,BOTH,HIGH
87178,Cachimbo_NDB_BR,CXB,Cachimbo,NDB,215,-9.33955956,-54.96590042,1762,BR,BOTH,MEDIUM
87179,Clam_Lake_NDB_US,CXK,Clam Lake,NDB,251,44.89939880,-85.23970032,799,US,LO,LOW
87180,Coxim_NDB_BR,CXM,Coxim,NDB,205,-18.50379944,-54.75049973,,BR,LO,MEDIUM
87181,Chardon_VOR-DME_US,CXR,Chardon,VOR-DME,112700,41.51689911,-81.16320038,1310,US,BOTH,HIGH
87182,Do_Sul_VOR-DME_BR,CXS,Do Sul,VOR-DME,112300,-29.19799995,-51.18870163,2472,BR,BOTH,HIGH
87183,Do_Sul_NDB_BR,CXS,Do Sul,NDB,169,-29.14399910,-51.23419952,,BR,LO,MEDIUM
87184,Camilla_NDB_US,CXU,Camilla,NDB,369,31.21459961,-84.23680115,165,US,TERMINAL,LOW
87185,Conakry_NDB_GN,CY,Conakry,NDB,395,9.58952045,-13.59669971,,GN,BOTH,MEDIUM
87186,Chervonyi_NDB_UA,CY,Chervonyi,NDB,960,50.06809998,31.38990021,,UA,BOTH,HIGH
87187,Horse_NDB_US,CY,Horse,NDB,353,41.14670181,-104.67900085,6156,US,TERMINAL,LOW
87188,Crystal_Lake_NDB_US,CYE,Crystal Lake,NDB,410,41.21039963,-75.83180237,,US,TERMINAL,LOW
87189,Coyle_VORTAC_US,CYN,Coyle,VORTAC,113400,39.81729889,-74.43160248,210,US,BOTH,HIGH
87190,Circleville_NDB_US,CYO,Circleville,NDB,366,39.52310181,-82.97969818,680,US,TERMINAL,LOW
87191,Cayenne_VOR-DME_GF,CYR,Cayenne,VOR-DME,115950,4.81364012,-52.36840057,26,GF,BOTH,HIGH
87192,Caidy_NDB_US,CYR,Caidy,NDB,338,30.88820076,-84.15930176,245,US,TERMINAL,LOW
87193,Cheyenne_VORTAC_US,CYS,Cheyenne,VORTAC,113100,41.21099854,-104.77300262,6210,US,BOTH,HIGH
87194,Yakataga_NDB_US,CYT,Yakataga,NDB,209,60.08620071,-142.48899841,12,US,LO,MEDIUM
87195,Clay_Center_NDB_US,CYW,Clay Center,NDB,362,39.38069916,-97.16120148,1205,US,TERMINAL,LOW
87196,Cypress_VOR-DME_US,CYY,Cypress,VOR-DME,108600,26.15340042,-81.77809906,9,US,RNAV,LOW
87197,Tonglu_NDB_CN,CZ,Tonglu,NDB,364,29.79999924,119.66699982,,CN,BOTH,MEDIUM
87198,Vilyuysk_NDB_RU,CZ,Vilyuysk,NDB,408,63.74330139,121.78299713,,RU,BOTH,HIGH
87199,Buffalo_Range_NDB_ZW,CZ,Buffalo Range,NDB,250,-20.96389961,31.52199936,,ZW,BOTH,LOW
87200,Kaua_VOR-DME_MX,CZA,Kaua,VOR-DME,116500,20.64310074,-88.44819641,102,MX,BOTH,HIGH
87201,Casey_NDB_US,CZB,Casey,NDB,359,39.30519867,-88.00199890,643,US,LO,LOW
87202,Czempin_VOR-DME_PL,CZE,Czempin,VOR-DME,114500,52.13059998,16.72710037,295,PL,BOTH,HIGH
87203,Czempin_NDB_PL,CZE,Czempin,NDB,409,52.13639832,16.72879982,,PL,BOTH,MEDIUM
87204,Clarksville_NDB_US,CZE,Clarksville,NDB,201,35.46920013,-93.42350006,450,US,TERMINAL,LOW
87205,Cape_Romanzof_NDB_US,CZF,Cape Romanzof,NDB,275,61.79069901,-165.97000122,,US,LO,MEDIUM
87206,Cape_Romanzof_DME_US,CZF,Cape Romanzof,DME,116750,61.78030014,-166.03900146,457,US,LO,MEDIUM
87207,Chongzhou_VOR-DME_CN,CZH,Chongzhou,VOR-DME,114500,30.64830017,103.68699646,1645,CN,BOTH,HIGH
87208,Crazy_Woman_VOR-DME_US,CZI,Crazy Woman,VOR-DME,117300,43.99969864,-106.43599701,4798,US,BOTH,HIGH
87209,Amason_NDB_US,CZJ,Amason,NDB,341,31.83289909,-94.15380096,312,US,TERMINAL,LOW
87210,Cozumel_VOR-DME_MX,CZM,Cozumel,VOR-DME,112600,20.52210045,-86.92929840,15,MX,BOTH,HIGH
87211,Cozumel_NDB_MX,CZM,Cozumel,NDB,330,20.52190018,-86.93389893,15,MX,BOTH,MEDIUM
87212,Calabozo_VOR-DME_VE,CZO,Calabozo,VOR-DME,116300,8.92669010,-67.40920258,328,VE,BOTH,HIGH
87213,Calabozo_NDB_VE,CZO,Calabozo,NDB,215,8.93002987,-67.41480255,328,VE,LO,MEDIUM
87214,Clovis_VORTAC_US,CZQ,Clovis,VORTAC,112900,36.88430023,-119.81500244,363,US,BOTH,HIGH
87215,Cruzeiro_Do_Sul_VOR-DME_BR,CZS,Cruzeiro Do Sul,VOR-DME,112000,-7.60683012,-72.77349854,637,BR,BOTH,HIGH
87216,Cruzeiro_Do_Sul_NDB_BR,CZS,Cruzeiro Do Sul,NDB,260,-7.59455013,-72.77140045,637,BR,BOTH,MEDIUM
87217,Crosbyton_NDB_US,CZX,Crosbyton,NDB,332,33.62409973,-101.23899841,3012,US,LO,LOW
87218,Santiago_Del_Estero_NDB_AR,D,Santiago Del Estero,NDB,330,-27.78499985,-64.32170105,653,AR,TERMINAL,MEDIUM
87219,Comodoro_Pierrestegui_NDB_AR,D,Comodoro Pierrestegui,NDB,280,-31.28170013,-57.98830032,115,AR,TERMINAL,LOW
87220,Tandil_NDB_AR,D,Tandil,NDB,255,-37.20830154,-59.22669983,574,AR,TERMINAL,MEDIUM
87221,El_Plumerillo_NDB_AR,D,El Plumerillo,NDB,395,-32.85490036,-68.79260254,,AR,TERMINAL,LOW
87222,Gerona_NDB_CU,D,Gerona,NDB,278,21.82169914,-82.79930115,,CU,TERMINAL,LOW
87223,Inner_Beacon_NDB_EG,D,Inner Beacon,NDB,273,30.89830017,29.71249962,,EG,TERMINAL,LOW
87224,Dejvice_NDB_CZ,D,Dejvice,NDB,429,50.08530045,14.29240036,,CZ,TERMINAL,LOW
87225,Line_NDB_CZ,D,Line,NDB,398,49.68310165,13.29419994,,CZ,TERMINAL,MEDIUM
87226,Tokol_NDB_HU,D,Tokol,NDB,300,47.32949829,19.00110054,333,HU,TERMINAL,LOW
87227,David_NDB_SK,D,David,NDB,429,48.18640137,17.23620033,,SK,TERMINAL,LOW
87228,Deveselu_NDB_RO,D,Deveselu,NDB,432,44.08470154,24.38610077,,RO,TERMINAL,LOW
87229,Odesa_NDB_UA,D,Odesa,NDB,715,46.44689941,30.66749954,,UA,TERMINAL,LOW
87230,Danang_NDB_VN,D,Danang,NDB,234,16.01709938,108.20400238,,VN,BOTH,MEDIUM
87231,Great_Bear_Lake_NDB_CA,D1,Great Bear Lake,NDB,367,66.70890045,-119.67199707,562,CA,LO,MEDIUM
87232,Ponoka_Indus_NDB_CA,D3,Ponoka Indus,NDB,363,52.68330002,-113.60600281,,CA,LO,LOW
87233,Rocanville_NDB_CA,D4,Rocanville,NDB,304,50.46500015,-101.55200195,1585,CA,LO,MEDIUM
87234,Melfort_NDB_CA,D5,Melfort,NDB,391,52.87139893,-104.80599976,,CA,LO,LOW
87235,Mcarthur_River_NDB_CA,D5,Mcarthur River,NDB,405,57.76919937,-105.01999664,,CA,LO,LOW
87236,Fairmont_Hot_Springs_NDB-DME_CA,D6,Fairmont Hot Springs,NDB-DME,261,50.32690048,-115.87699890,2661,CA,LO,LOW
87237,Kincardine_NDB_CA,D7,Kincardine,NDB,350,44.20339966,-81.60320282,768,CA,LO,LOW
87238,Dolbeau_NDB_CA,D8,Dolbeau,NDB,386,48.78369904,-72.46790314,,CA,LO,LOW
87239,Calcanhar_NDB_BR,DA,Calcanhar,NDB,305,-5.16117001,-35.48649979,,BR,LO,MEDIUM
87240,Dawson_City_NDB_CA,DA,Dawson City,NDB,214,64.02890015,-139.16799927,1214,CA,LO,MEDIUM
87241,Hebaohu_NDB_CN,DA,Hebaohu,NDB,274,30.69829941,113.97299957,,CN,BOTH,LOW
87242,Ales_NDB_FR,DA,Ales,NDB,402,44.06639862,4.14231014,681,FR,TERMINAL,LOW
87243,Gali_NDB_GE,DA,Gali,NDB,525,42.59999847,41.78329849,,GE,TERMINAL,MEDIUM
87244,Kulusuk_NDB_GL,DA,Kulusuk,NDB,377,65.57060242,-37.20690155,,GL,BOTH,LOW
87245,Dalatangi_NDB_IS,DA,Dalatangi,NDB,306,65.26999664,-13.57610035,,IS,TERMINAL,LOW
87246,Daloa_NDB_CI,DA,Daloa,NDB,316,6.88347006,-6.46640015,,CI,BOTH,MEDIUM
87247,Zhalal_Abad_NDB_KG,DA,Zhalal Abad,NDB,600,40.94329834,72.98169708,,KG,BOTH,MEDIUM
87248,Ulaanbaatar_NDB_MN,DA,Ulaanbaatar,NDB,315,47.87900162,106.71900177,,MN,BOTH,MEDIUM
87249,Dalen_NDB_NO,DA,Dalen,NDB,404,59.26190186,10.25699997,,NO,TERMINAL,LOW
87250,Deveselu_West_NDB_RO,DA,Deveselu West,NDB,214,44.09000015,24.34939957,,RO,TERMINAL,LOW
87251,Tomok_NDB_US,DA,Tomok,NDB,263,29.14410019,-81.14769745,,US,LO,LOW
87252,Davee_NDB_US,DA,Davee,NDB,223,38.66329956,-77.10970306,54,US,TERMINAL,LOW
87253,Dhaka_VOR-DME_BD,DAC,Dhaka,VOR-DME,112700,23.82469940,90.41259766,49,BD,BOTH,HIGH
87254,Diadema_NDB_BR,DAD,Diadema,NDB,200,-23.70569992,-46.60129929,,BR,LO,MEDIUM
87255,Necedah_NDB_US,DAF,Necedah,NDB,233,44.03409958,-90.08260345,914,US,LO,LOW
87256,Daggett_VORTAC_US,DAG,Daggett,VORTAC,113200,34.96250153,-116.57800293,1760,US,BOTH,MEDIUM
87257,Dakovica_TACAN_RS,DAK,Dakovica,TACAN,109700,42.43000031,20.43169975,785,RS,BOTH,MEDIUM
87258,Drake_VOR-DME_US,DAK,Drake,VOR-DME,108800,36.04290009,-94.19760132,1530,US,LO,LOW
87259,Dakovica_NDB_RS,DAK,Dakovica,NDB,412,45.42079926,20.42749977,785,RS,BOTH,MEDIUM
87260,Dalaman_TACAN_TR,DAL,Dalaman,TACAN,115300,36.71279907,28.78890038,55,TR,BOTH,HIGH
87261,Dalaman_VOR-DME_TR,DAL,Dalaman,VOR-DME,114700,36.68960190,28.78190041,33,TR,BOTH,HIGH
87262,Otaebe_NDB_SY,DAL,Otaebe,NDB,342,33.48749924,36.60169983,2020,SY,TERMINAL,LOW
87263,Dalaman_NDB_TR,DAL,Dalaman,NDB,346,36.68960190,28.78190041,20,TR,LO,LOW
87264,Damascus_VOR-DME_SY,DAM,Damascus,VOR-DME,116000,33.36489868,36.46860123,2033,SY,BOTH,HIGH
87265,Danville_VOR_US,DAN,Danville,VOR,113100,36.56890106,-79.33670044,570,US,LO,MEDIUM
87266,Incirlik_TACAN_TR,DAN,Incirlik,TACAN,108400,37.01559830,35.44800186,253,TR,BOTH,HIGH
87267,Danang_VOR-DME_VN,DAN,Danang,VOR-DME,114400,16.05279922,108.19799805,33,VN,BOTH,HIGH
87268,Podgorica_NDB_RS,DAN,Podgorica,NDB,312,42.54499817,19.12350082,,RS,TERMINAL,LOW
87269,Davao_VOR-DME_PH,DAO,Davao,VOR-DME,112100,7.13123989,125.65399933,96,PH,BOTH,HIGH
87270,Davao_NDB_PH,DAO,Davao,NDB,364,7.13714981,125.65000153,96,PH,BOTH,MEDIUM
87271,Dragoo_NDB_US,DAO,Dragoo,NDB,410,31.58569908,-110.34400177,4654,US,TERMINAL,LOW
87272,Dublin_VOR-DME_IE,DAP,Dublin,VOR-DME,111200,53.42359924,-6.30278015,280,IE,BOTH,HIGH
87273,Darwin_TACAN_AU,DAR,Darwin,TACAN,113700,-12.41359997,130.88299561,105,AU,BOTH,LOW
87274,Darband_VOR-DME_IR,DAR,Darband,VOR-DME,113700,31.78319931,56.99459839,2057,IR,BOTH,HIGH
87275,Darlowo_VOR-DME_PL,DAR,Darlowo,VOR-DME,114200,54.41019821,16.38809967,98,PL,BOTH,HIGH
87276,Daisetta_VORTAC_US,DAS,Daisetta,VORTAC,116900,30.18969917,-94.64499664,75,US,BOTH,HIGH
87277,Atacama_VOR-DME_CL,DAT,Atacama,VOR-DME,117100,-27.27939987,-70.77610016,670,CL,BOTH,HIGH
87278,Daru_NDB-DME_PG,DAU,Daru,NDB-DME,290,-9.07501984,143.21299744,170,PG,BOTH,LOW
87279,David_VOR-DME_PA,DAV,David,VOR-DME,114300,8.38696003,-82.43759918,89,PA,BOTH,HIGH
87280,David_NDB_PA,DAV,David,NDB,350,8.39099979,-82.42800140,120,PA,BOTH,MEDIUM
87281,Al_Dawadmi_VOR-DME_SA,DAW,Al Dawadmi,VOR-DME,116100,24.44890022,44.11920166,3019,SA,BOTH,HIGH
87283,Dalbandin_NDB_PK,DB,Dalbandin,NDB,287,28.87350082,64.40110016,,PK,BOTH,MEDIUM
87284,Pochinok_NDB_RU,DB,Pochinok,NDB,375,57.71670151,34.96670151,,RU,BOTH,HIGH
87285,Zilom_NDB_US,DB,Zilom,NDB,341,42.32300186,-90.59889984,,US,TERMINAL,LOW
87286,Creke_NDB_US,DB,Creke,NDB,251,32.48379898,-83.01090240,275,US,HI,LOW
87287,Dien_Bien_NDB_VN,DB,Dien Bien,NDB,380,21.39669991,103.01100159,,VN,BOTH,MEDIUM
87288,El_Daba_VOR-DME_EG,DBA,El Daba,VOR-DME,115700,31.01140022,28.46689987,110,EG,BOTH,HIGH
87289,Dubrovnik_VOR-DME_HR,DBK,Dubrovnik,VOR-DME,115400,42.55379868,18.27739906,525,HR,BOTH,HIGH
87290,Red_Table_VOR-DME_US,DBL,Red Table,VOR-DME,113000,39.43930054,-106.89499664,11758,US,BOTH,HIGH
87291,Dublin_VORTAC_US,DBN,Dublin,VORTAC,113100,32.56069946,-82.83319855,300,US,LO,MEDIUM
87292,Dubuque_VORTAC_US,DBQ,Dubuque,VORTAC,115800,42.40150070,-90.70909882,1051,US,BOTH,HIGH
87293,Helmholtz_NDB_DE,DBR,Helmholtz,NDB,347,52.46829987,13.29529953,,DE,LO,LOW
87294,Dibrugarh_NDB_IN,DBR,Dibrugarh,NDB,265,27.46549988,95.01860046,,IN,BOTH,MEDIUM
87295,Dubois_VORTAC_US,DBS,Dubois,VORTAC,116900,44.08890152,-112.20899963,4915,US,BOTH,HIGH
87296,Dubove_NDB_SK,DBV,Dubove,NDB,310,48.85810089,18.79940033,,SK,BOTH,HIGH
87297,Morrison_NDB_US,DBX,Morrison,NDB,212,39.76169968,-97.04229736,1380,US,TERMINAL,LOW
87298,Derby_NDB_AU,DBY,Derby,NDB,332,-17.35689926,123.66699982,24,AU,BOTH,HIGH
87299,Princeton_NDB_CA,DC,Princeton,NDB,326,49.46939850,-120.51699829,2298,CA,LO,MEDIUM
87300,Debrecen_NDB_HU,DC,Debrecen,NDB,295,47.45669937,21.56299973,361,HU,TERMINAL,LOW
87301,Oxonn_NDB_US,DC,Oxonn,NDB,332,38.76610184,-77.02660370,,US,TERMINAL,LOW
87302,Buffs_NDB_US,DC,Buffs,NDB,332,40.33470154,-104.62599945,4675,US,TERMINAL,LOW
87303,Washington_VOR-DME_US,DCA,Washington,VOR-DME,111000,38.85950089,-77.03639984,9,US,LO,MEDIUM
87304,Canefield_NDB_DM,DCF,Canefield,NDB,260,15.33250046,-61.40129852,,DM,LO,LOW
87305,Chester_NDB_US,DCM,Chester,NDB,220,34.78680038,-81.20110321,655,US,LO,LOW
87306,Dhaka_NDB_BD,DCN,Dhaka,NDB,298,23.84289932,90.41770172,,BD,BOTH,LOW
87307,Cabo_Rojo_VOR-DME_DO,DCR,Cabo Rojo,VOR-DME,114300,17.93160057,-71.64830017,262,DO,BOTH,HIGH
87308,Dean_Cross_VOR-DME_GB,DCS,Dean Cross,VOR-DME,115200,54.72190094,-3.34055996,700,GB,BOTH,HIGH
87309,Decatur_VOR-DME_US,DCU,Decatur,VOR-DME,112800,34.64830017,-86.93949890,590,US,LO,MEDIUM
87310,Washington_NDB_US,DCY,Washington,NDB,212,38.69620132,-87.13249969,471,US,TERMINAL,LOW
87311,Oostende_NDB_BE,DD,Oostende,NDB,353,51.19390106,2.83500004,,BE,TERMINAL,LOW
87312,Cobbs_NDB_US,DD,Cobbs,NDB,253,39.74290085,-83.02020264,,US,TERMINAL,LOW
87313,Dori_NDB_BF,DD,Dori,NDB,270,14.03400040,-0.03347300,,BF,BOTH,MEDIUM
87314,Commerce_NDB_US,DDA,Commerce,NDB,244,34.06219864,-83.52089691,880,US,TERMINAL,LOW
87315,Dodge_City_VORTAC_US,DDC,Dodge City,VORTAC,108200,37.85060120,-100.00599670,2565,US,LO,MEDIUM
87316,Port_City_VOR-DME_US,DDD,Port City,VOR-DME,116500,41.36640167,-91.14910126,540,US,LO,MEDIUM
87317,Dandong_VOR-DME_CN,DDG,Dandong,VOR-DME,113900,40.25999832,124.28800201,213,CN,BOTH,HIGH
87318,Sheldon_VOR-DME_US,DDL,Sheldon,VOR-DME,108600,43.21210098,-95.83390045,1417,US,LO,LOW
87319,Didimon_VOR-DME_GR,DDM,Didimon,VOR-DME,117200,37.47769928,23.21719933,3609,GR,BOTH,HIGH
87320,Dorado_NDB_PR,DDP,Dorado,NDB,391,18.46829987,-66.41239929,254,PR,BOTH,HIGH
87321,Muddy_Mountain_VORTAC_US,DDY,Muddy Mountain,VORTAC,116200,43.09090042,-106.27700043,5860,US,BOTH,HIGH
87322,Edea_NDB_CM,DE,Edea,NDB,362,3.79078007,10.13809967,,CM,BOTH,MEDIUM
87323,Rionegro_NDB_CO,DE,Rionegro,NDB,264,6.13988018,-75.42279816,8679,CO,TERMINAL,MEDIUM
87324,Yedinka_NDB_RU,DE,Yedinka,NDB,310,47.20000076,138.69999695,,RU,BOTH,HIGH
87325,Domodedovo_NDB_RU,DE,Domodedovo,NDB,437,55.36669922,37.97829819,,RU,TERMINAL,MEDIUM
87326,Madds_NDB_US,DE,Madds,NDB,338,42.49489975,-83.09349823,,US,TERMINAL,LOW
87327,Elwin_NDB_US,DE,Elwin,NDB,275,39.79050064,-88.95379639,,US,TERMINAL,LOW
87329,Decimomannu_TACAN_IT,DEC,Decimomannu,TACAN,108200,39.38109970,8.96555996,198,IT,BOTH,HIGH
87330,Decimomannu_NDB_IT,DEC,Decimomannu,NDB,331,39.36360168,8.97416973,,IT,RNAV,LOW
87331,Slidell_NDB_US,DEF,Slidell,NDB,256,30.29680061,-89.83409882,15,US,TERMINAL,LOW
87332,Decorah_NDB_US,DEH,Decorah,NDB,236,43.27569962,-91.73650360,1154,US,LO,LOW
87333,Dekelia_NDB_GR,DEK,Dekelia,NDB,388,38.10329819,23.77219963,,GR,TERMINAL,LOW
87334,Delicias_VOR-DME_MX,DEL,Delicias,VOR-DME,113500,28.21409988,-105.44799805,3888,MX,BOTH,HIGH
87335,Mirny_VOR-DME_RU,DEM,Mirny,VOR-DME,113800,62.54000092,114.01999664,1283,RU,BOTH,MEDIUM
87336,Denver_VOR-DME_US,DEN,Denver,VOR-DME,117900,39.81250000,-104.66100311,5440,US,LO,HIGH
87337,De_Queen_NDB_US,DEQ,De Queen,NDB,281,34.04589844,-94.39939880,352,US,TERMINAL,LOW
87338,Derventa_VOR-DME_BA,DER,Derventa,VOR-DME,112400,44.98410034,17.96940041,436,BA,BOTH,HIGH
87339,Alexander_City_NDB_US,DER,Alexander City,NDB,382,32.87929916,-85.96130371,641,US,TERMINAL,LOW
87340,Detling_VOR-DME_GB,DET,Detling,VOR-DME,117300,51.30390167,0.59722197,645,GB,BOTH,HIGH
87342,Mukhrani_NDB_GE,DF,Mukhrani,NDB,520,41.91669846,44.56560135,,GE,BOTH,MEDIUM
87343,Kasiguncu_NDB_ID,DF,Kasiguncu,NDB,310,-1.42004001,120.65899658,174,ID,BOTH,MEDIUM
87344,Zama_NDB_JP,DF,Zama,NDB,401,35.57979965,139.37600708,,JP,RNAV,MEDIUM
87345,Defiance_NDB_US,DFI,Defiance,NDB,246,41.33449936,-84.42690277,708,US,TERMINAL,LOW
87346,Dafinah_VOR-DME_SA,DFN,Dafinah,VOR-DME,117500,23.28280067,41.71939850,3175,SA,BOTH,HIGH
87347,Dumaguete_VOR_PH,DG,Dumaguete,VOR,114100,9.33366013,123.30599976,15,PH,BOTH,HIGH
87349,Dundigul_NDB_IN,DG,Dundigul,NDB,327,17.66769981,78.41529846,,IN,BOTH,MEDIUM
87350,Dera_Ghazi_Khan_NDB_PK,DG,Dera Ghazi Khan,NDB,322,29.96220016,70.49030304,516,PK,BOTH,LOW
87351,Chita_NDB_RU,DG,Chita,NDB,518,52.01670074,113.37799835,,RU,BOTH,HIGH
87352,Fukuoka_VORTAC_JP,DGC,Fukuoka,VORTAC,114500,33.67620087,130.38999939,65,JP,BOTH,HIGH
87353,Dogwood_VORTAC_US,DGD,Dogwood,VORTAC,109400,37.02349854,-92.87689972,1600,US,LO,MEDIUM
87354,Red_Dog_NDB-DME_US,DGG,Red Dog,NDB-DME,429,68.03240204,-162.90400696,955,US,LO,LOW
87355,Digne_VOR_FR,DGN,Digne,VOR,113850,43.99140167,6.10083008,,FR,BOTH,HIGH
87356,Durango_VOR-DME_MX,DGO,Durango,VOR-DME,112900,24.13800049,-104.51599884,6104,MX,BOTH,HIGH
87357,Domingo_VOR-DME_ES,DGO,Domingo,VOR-DME,112600,42.45330048,-2.88070989,2126,ES,BOTH,HIGH
87358,Daugavpils_VOR-DME_LV,DGP,Daugavpils,VOR-DME,114100,55.94729996,26.67550087,400,LV,BOTH,HIGH
87359,Delhi_NDB_IN,DH,Delhi,NDB,202,28.56450081,77.20230103,,IN,BOTH,MEDIUM
87360,Durnacol_NDB_ZA,DH,Durnacol,NDB,358,-28.11669922,29.96669960,,ZA,BOTH,MEDIUM
87361,Dhahran_VORTAC_SA,DHA,Dhahran,VORTAC,117200,26.26079941,50.14020157,65,SA,BOTH,HIGH
87362,Helgoland_VOR-DME_DE,DHE,Helgoland,VOR-DME,116300,54.18569946,7.91069984,44,DE,BOTH,HIGH
87363,Dhangadhi_NDB_NP,DHI,Dhangadhi,NDB,253,28.75250053,80.58219910,653,NP,BOTH,LOW
87364,Randolph_TACAN_US,DHK,Randolph,TACAN,109900,29.53689957,-98.26779938,773,US,BOTH,MEDIUM
87365,Dahushan_VOR-DME_CN,DHN,Dahushan,VOR-DME,116500,41.64170074,122.11699677,23,CN,BOTH,HIGH
87366,Dehnamak_VOR-DME_IR,DHN,Dehnamak,VOR-DME,114500,35.25400162,52.72029877,2756,IR,BOTH,HIGH
87367,Dolphin_VORTAC_US,DHP,Dolphin,VORTAC,113900,25.79999924,-80.34899902,10,US,BOTH,HIGH
87368,Dahra_VOR-DME_LY,DHR,Dahra,VOR-DME,116100,29.46739960,17.93160057,250,LY,BOTH,MEDIUM
87369,Dahra_NDB_LY,DHR,Dahra,NDB,374,29.46829987,17.93829918,,LY,BOTH,HIGH
87370,Dalhart_VORTAC_US,DHT,Dalhart,VORTAC,112000,36.09149933,-102.54499817,4020,US,LO,MEDIUM
87371,D_I_Khan_VOR_PK,DI,D I Khan,VOR,113100,31.91259956,70.88569641,594,PK,BOTH,HIGH
87372,D_I_Khan_NDB_PK,DI,D I Khan,NDB,286,31.90870094,70.88849640,685,PK,BOTH,MEDIUM
